Customer_ID,Customer_Name,Segment,City,State
C1155,Customer 156,Consumer,Hyderabad,Tamil Nadu
C1156,Customer 157,Corporate,Pune,Tamil Nadu
C1157,Customer 158,Corporate,Salem,Tamil Nadu
C1158,Customer 159,Consumer,Delhi,Tamil Nadu
C1159,Customer 160,Corporate,Madurai,Maharashtra
C1160,Customer 161,Consumer,Pune,Telangana
C1161,Customer 162,Corporate,Coimbatore,Karnataka
C1162,Customer 163,Corporate,Delhi,Tamil Nadu
C1163,Customer 164,Consumer,Pune,Telangana
C1164,Customer 165,Consumer,Bengaluru,Telangana
C1165,Customer 166,Corporate,Madurai,Karnataka
C1166,Customer 167,Consumer,Bengaluru,Maharashtra
C1167,Customer 168,Consumer,Madurai,Kerala
C1168,Customer 169,Consumer,Coimbatore,Kerala
C1169,Customer 170,Corporate,Delhi,Telangana
C1170,Customer 171,Corporate,Salem,Delhi
C1171,Customer 172,Consumer,Bengaluru,Delhi
C1172,Customer 173,Consumer,Bengaluru,Karnataka
C1173,Customer 174,Consumer,Mumbai,Kerala
C1174,Customer 175,Corporate,Madurai,Telangana
C1175,Customer 176,Consumer,Kochi,Maharashtra
C1176,Customer 177,Corporate,Delhi,Kerala
C1177,Customer 178,Consumer,Madurai,Telangana
C1178,Customer 179,Home Office,Mumbai,Telangana
C1179,Customer 180,Consumer,Chennai,Tamil Nadu
C1180,Customer 181,Consumer,Madurai,Maharashtra
C1181,Customer 182,Consumer,Salem,Tamil Nadu
C1182,Customer 183,Home Office,Delhi,Karnataka
C1183,Customer 184,Home Office,Mumbai,Tamil Nadu
C1184,Customer 185,Consumer,Chennai,Tamil Nadu
C1185,Customer 186,Corporate,Hyderabad,Kerala
C1186,Customer 187,Corporate,Mumbai,Delhi
C1187,Customer 188,Consumer,Hyderabad,Telangana
C1188,Customer 189,Consumer,Delhi,Maharashtra
C1189,Customer 190,Consumer,Bengaluru,Tamil Nadu
C1190,Customer 191,Consumer,Mumbai,Maharashtra
C1191,Customer 192,Home Office,Coimbatore,Delhi
C1192,Customer 193,Home Office,Hyderabad,Delhi
C1193,Customer 194,Corporate,Salem,Tamil Nadu
C1194,Customer 195,Consumer,Coimbatore,Karnataka
C1195,Customer 196,Consumer,Pune,Tamil Nadu
C1196,Customer 197,Corporate,Pune,Kerala
C1197,Customer 198,Home Office,Chennai,Telangana
C1198,Customer 199,Home Office,Bengaluru,Karnataka
C1199,Customer 200,Corporate,Delhi,Tamil Nadu
C1200,Customer 201,Corporate,Mumbai,Maharashtra
C1201,Customer 202,Consumer,Kochi,Karnataka
C1202,Customer 203,Consumer,Salem,Karnataka
C1203,Customer 204,Home Office,Hyderabad,Tamil Nadu
C1204,Customer 205,Corporate,Delhi,Karnataka
C1205,Customer 206,Consumer,Coimbatore,Maharashtra
C1206,Customer 207,Consumer,Pune,Delhi
C1207,Customer 208,Corporate,Salem,Karnataka
C1208,Customer 209,Consumer,Kochi,Delhi
C1209,Customer 210,Consumer,Mumbai,Maharashtra
C1210,Customer 211,Consumer,Chennai,Tamil Nadu
C1211,Customer 212,Corporate,Kochi,Telangana
C1212,Customer 213,Corporate,Salem,Karnataka
C1213,Customer 214,Consumer,Kochi,Telangana
C1214,Customer 215,Corporate,Salem,Maharashtra
C1215,Customer 216,Consumer,Salem,Karnataka
C1216,Customer 217,Consumer,Madurai,Delhi
C1217,Customer 218,Corporate,Hyderabad,Kerala
C1218,Customer 219,Corporate,Pune,Telangana
C1219,Customer 220,Corporate,Madurai,Karnataka
C1220,Customer 221,Corporate,Mumbai,Telangana
C1221,Customer 222,Consumer,Madurai,Karnataka
C1222,Customer 223,Consumer,Bengaluru,Tamil Nadu
C1223,Customer 224,Consumer,Bengaluru,Delhi
C1224,Customer 225,Consumer,Pune,Telangana
C1225,Customer 226,Consumer,Kochi,Kerala
C1226,Customer 227,Home Office,Hyderabad,Kerala
C1227,Customer 228,Consumer,Pune,Maharashtra
C1228,Customer 229,Home Office,Salem,Karnataka
C1229,Customer 230,Corporate,Coimbatore,Telangana
C1230,Customer 231,Corporate,Hyderabad,Maharashtra
C1231,Customer 232,Consumer,Hyderabad,Telangana
C1232,Customer 233,Consumer,Salem,Karnataka
C1233,Customer 234,Consumer,Salem,Kerala
C1234,Customer 235,Consumer,Chennai,Tamil Nadu
C1235,Customer 236,Corporate,Pune,Kerala
C1236,Customer 237,Consumer,Salem,Maharashtra
C1237,Customer 238,Consumer,Bengaluru,Delhi
C1238,Customer 239,Corporate,Mumbai,Tamil Nadu
C1239,Customer 240,Consumer,Coimbatore,Maharashtra
C1240,Customer 241,Home Office,Pune,Karnataka
C1241,Customer 242,Home Office,Delhi,Tamil Nadu
C1242,Customer 243,Home Office,Bengaluru,Maharashtra
C1243,Customer 244,Consumer,Kochi,Karnataka
C1244,Customer 245,Consumer,Salem,Kerala
C1245,Customer 246,Home Office,Delhi,Delhi
C1246,Customer 247,Consumer,Salem,Karnataka
C1247,Customer 248,Home Office,Hyderabad,Telangana
C1248,Customer 249,Home Office,Bengaluru,Karnataka
C1249,Customer 250,Home Office,Hyderabad,Karnataka
C1250,Customer 251,Consumer,Chennai,Delhi
C1251,Customer 252,Consumer,Hyderabad,Telangana
C1252,Customer 253,Home Office,Chennai,Maharashtra
C1253,Customer 254,Consumer,Chennai,Maharashtra
C1254,Customer 255,Consumer,Delhi,Karnataka
C1255,Customer 256,Consumer,Salem,Telangana
C1256,Customer 257,Home Office,Kochi,Telangana
C1257,Customer 258,Corporate,Hyderabad,Delhi
C1258,Customer 259,Consumer,Bengaluru,Kerala
C1259,Customer 260,Consumer,Chennai,Maharashtra
C1260,Customer 261,Corporate,Salem,Delhi
C1261,Customer 262,Home Office,Coimbatore,Tamil Nadu
C1262,Customer 263,Consumer,Pune,Maharashtra
C1263,Customer 264,Consumer,Delhi,Delhi
C1264,Customer 265,Home Office,Kochi,Maharashtra
C1265,Customer 266,Corporate,Madurai,Kerala
C1266,Customer 267,Corporate,Delhi,Tamil Nadu
C1267,Customer 268,Corporate,Coimbatore,Kerala
C1268,Customer 269,Consumer,Pune,Tamil Nadu
C1269,Customer 270,Consumer,Coimbatore,Karnataka
C1270,Customer 271,Corporate,Hyderabad,Delhi
C1271,Customer 272,Corporate,Chennai,Tamil Nadu
C1272,Customer 273,Home Office,Kochi,Kerala
C1273,Customer 274,Home Office,Mumbai,Maharashtra
C1274,Customer 275,Consumer,Chennai,Tamil Nadu
C1275,Customer 276,Consumer,Mumbai,Delhi
C1276,Customer 277,Corporate,Pune,Tamil Nadu
C1277,Customer 278,Corporate,Salem,Telangana
C1278,Customer 279,Corporate,Madurai,Maharashtra
C1279,Customer 280,Corporate,Bengaluru,Delhi
C1280,Customer 281,Home Office,Chennai,Delhi
C1281,Customer 282,Consumer,Kochi,Karnataka
C1282,Customer 283,Consumer,Coimbatore,Kerala
C1283,Customer 284,Consumer,Kochi,Karnataka
C1284,Customer 285,Consumer,Pune,Delhi
C1285,Customer 286,Consumer,Mumbai,Maharashtra
C1286,Customer 287,Consumer,Coimbatore,Tamil Nadu
C1287,Customer 288,Consumer,Bengaluru,Tamil Nadu
C1288,Customer 289,Consumer,Bengaluru,Maharashtra
C1289,Customer 290,Corporate,Chennai,Delhi
C1290,Customer 291,Consumer,Pune,Tamil Nadu
C1291,Customer 292,Consumer,Salem,Tamil Nadu
C1292,Customer 293,Corporate,Pune,Tamil Nadu
C1293,Customer 294,Consumer,Mumbai,Kerala
C1294,Customer 295,Consumer,Kochi,Kerala
C1295,Customer 296,Consumer,Bengaluru,Telangana
C1296,Customer 297,Corporate,Kochi,Karnataka
C1297,Customer 298,Consumer,Kochi,Maharashtra
C1298,Customer 299,Corporate,Kochi,Maharashtra
C1299,Customer 300,Consumer,Bengaluru,Maharashtra
C1300,Customer 301,Consumer,Delhi,Telangana
C1301,Customer 302,Consumer,Hyderabad,Kerala
C1302,Customer 303,Consumer,Mumbai,Delhi
C1303,Customer 304,Corporate,Delhi,Delhi
C1304,Customer 305,Corporate,Mumbai,Telangana
C1305,Customer 306,Home Office,Coimbatore,Delhi
C1306,Customer 307,Consumer,Pune,Maharashtra
C1307,Customer 308,Consumer,Pune,Karnataka
C1308,Customer 309,Corporate,Madurai,Tamil Nadu
C1309,Customer 310,Consumer,Pune,Kerala
C1310,Customer 311,Consumer,Bengaluru,Kerala
C1311,Customer 312,Consumer,Salem,Telangana
C1312,Customer 313,Consumer,Chennai,Kerala
C1313,Customer 314,Home Office,Madurai,Maharashtra
C1314,Customer 315,Corporate,Chennai,Delhi
C1315,Customer 316,Corporate,Mumbai,Maharashtra
C1316,Customer 317,Consumer,Chennai,Telangana
C1317,Customer 318,Consumer,Chennai,Maharashtra
C1318,Customer 319,Consumer,Madurai,Delhi
C1319,Customer 320,Consumer,Coimbatore,Karnataka
C1320,Customer 321,Consumer,Kochi,Telangana
C1321,Customer 322,Corporate,Pune,Karnataka
C1322,Customer 323,Corporate,Pune,Tamil Nadu
C1323,Customer 324,Consumer,Bengaluru,Karnataka
C1324,Customer 325,Home Office,Madurai,Tamil Nadu
C1325,Customer 326,Corporate,Bengaluru,Tamil Nadu
C1326,Customer 327,Consumer,Salem,Karnataka
C1327,Customer 328,Corporate,Salem,Telangana
C1328,Customer 329,Consumer,Bengaluru,Delhi
C1329,Customer 330,Consumer,Madurai,Maharashtra
C1330,Customer 331,Consumer,Bengaluru,Maharashtra
C1331,Customer 332,Corporate,Pune,Delhi
C1332,Customer 333,Consumer,Delhi,Tamil Nadu
C1333,Customer 334,Consumer,Hyderabad,Tamil Nadu
C1334,Customer 335,Consumer,Chennai,Telangana
C1335,Customer 336,Consumer,Hyderabad,Kerala
C1336,Customer 337,Home Office,Madurai,Karnataka
C1337,Customer 338,Corporate,Hyderabad,Tamil Nadu
C1338,Customer 339,Consumer,Salem,Maharashtra
C1339,Customer 340,Consumer,Mumbai,Telangana
C1340,Customer 341,Consumer,Chennai,Karnataka
C1341,Customer 342,Consumer,Kochi,Telangana
C1342,Customer 343,Consumer,Madurai,Karnataka
C1343,Customer 344,Consumer,Chennai,Karnataka
C1344,Customer 345,Consumer,Hyderabad,Delhi
C1345,Customer 346,Corporate,Salem,Tamil Nadu
C1346,Customer 347,Corporate,Coimbatore,Telangana
C1347,Customer 348,Consumer,Delhi,Telangana
C1348,Customer 349,Consumer,Kochi,Delhi
C1349,Customer 350,Corporate,Delhi,Maharashtra
C1350,Customer 351,Consumer,Chennai,Maharashtra
C1351,Customer 352,Home Office,Salem,Tamil Nadu
C1352,Customer 353,Corporate,Salem,Tamil Nadu
C1353,Customer 354,Consumer,Hyderabad,Kerala
C1354,Customer 355,Consumer,Pune,Delhi
C1355,Customer 356,Corporate,Hyderabad,Maharashtra
C1356,Customer 357,Consumer,Pune,Karnataka
C1357,Customer 358,Corporate,Pune,Telangana
C1358,Customer 359,Home Office,Kochi,Tamil Nadu
C1359,Customer 360,Consumer,Hyderabad,Telangana
C1360,Customer 361,Consumer,Coimbatore,Telangana
C1361,Customer 362,Corporate,Bengaluru,Kerala
C1362,Customer 363,Consumer,Bengaluru,Maharashtra
C1363,Customer 364,Consumer,Hyderabad,Tamil Nadu
C1364,Customer 365,Home Office,Hyderabad,Telangana
C1365,Customer 366,Consumer,Delhi,Tamil Nadu
C1366,Customer 367,Home Office,Kochi,Karnataka
C1367,Customer 368,Home Office,Hyderabad,Kerala
C1368,Customer 369,Consumer,Delhi,Karnataka
C1369,Customer 370,Consumer,Pune,Tamil Nadu
C1370,Customer 371,Consumer,Salem,Tamil Nadu
C1371,Customer 372,Consumer,Salem,Maharashtra
C1372,Customer 373,Consumer,Pune,Telangana
C1373,Customer 374,Corporate,Madurai,Telangana
C1374,Customer 375,Consumer,Delhi,Karnataka
C1375,Customer 376,Consumer,Delhi,Kerala
C1376,Customer 377,Corporate,Pune,Delhi
C1377,Customer 378,Consumer,Coimbatore,Telangana
C1378,Customer 379,Corporate,Mumbai,Maharashtra
C1379,Customer 380,Consumer,Chennai,Karnataka
C1380,Customer 381,Consumer,Pune,Karnataka
C1381,Customer 382,Corporate,Hyderabad,Delhi
C1382,Customer 383,Corporate,Hyderabad,Maharashtra
C1383,Customer 384,Home Office,Kochi,Kerala
C1384,Customer 385,Corporate,Pune,Maharashtra
C1385,Customer 386,Corporate,Kochi,Kerala
C1386,Customer 387,Consumer,Pune,Maharashtra
C1387,Customer 388,Consumer,Delhi,Maharashtra
C1388,Customer 389,Corporate,Chennai,Tamil Nadu
C1389,Customer 390,Corporate,Delhi,Karnataka
C1390,Customer 391,Home Office,Mumbai,Maharashtra
C1391,Customer 392,Consumer,Salem,Delhi
C1392,Customer 393,Consumer,Bengaluru,Maharashtra
C1393,Customer 394,Corporate,Pune,Telangana
C1394,Customer 395,Consumer,Mumbai,Karnataka
C1395,Customer 396,Home Office,Salem,Telangana
C1396,Customer 397,Home Office,Madurai,Karnataka
C1397,Customer 398,Consumer,Chennai,Telangana
C1398,Customer 399,Corporate,Kochi,Maharashtra
C1399,Customer 400,Corporate,Kochi,Maharashtra
C1400,Customer 401,Consumer,Delhi,Tamil Nadu
C1401,Customer 402,Home Office,Hyderabad,Delhi
C1402,Customer 403,Consumer,Salem,Telangana
C1403,Customer 404,Corporate,Madurai,Kerala
C1404,Customer 405,Consumer,Mumbai,Tamil Nadu
C1405,Customer 406,Home Office,Chennai,Telangana
C1406,Customer 407,Consumer,Salem,Telangana
C1407,Customer 408,Consumer,Madurai,Tamil Nadu
C1408,Customer 409,Home Office,Bengaluru,Maharashtra
C1409,Customer 410,Consumer,Pune,Telangana
C1410,Customer 411,Consumer,Kochi,Maharashtra
C1411,Customer 412,Home Office,Mumbai,Tamil Nadu
C1412,Customer 413,Home Office,Kochi,Maharashtra
C1413,Customer 414,Consumer,Mumbai,Karnataka
C1414,Customer 415,Corporate,Delhi,Kerala
C1415,Customer 416,Consumer,Hyderabad,Telangana
C1416,Customer 417,Consumer,Mumbai,Delhi
C1417,Customer 418,Consumer,Kochi,Kerala
C1418,Customer 419,Corporate,Delhi,Maharashtra
C1419,Customer 420,Corporate,Mumbai,Telangana
C1420,Customer 421,Corporate,Bengaluru,Maharashtra
C1421,Customer 422,Corporate,Hyderabad,Karnataka
C1422,Customer 423,Consumer,Mumbai,Tamil Nadu
C1423,Customer 424,Consumer,Delhi,Telangana
C1424,Customer 425,Consumer,Salem,Karnataka
C1425,Customer 426,Consumer,Coimbatore,Karnataka
C1426,Customer 427,Consumer,Madurai,Telangana
C1427,Customer 428,Home Office,Coimbatore,Maharashtra
C1428,Customer 429,Consumer,Coimbatore,Delhi
C1429,Customer 430,Consumer,Chennai,Karnataka
C1430,Customer 431,Consumer,Bengaluru,Kerala
C1431,Customer 432,Corporate,Salem,Karnataka
C1432,Customer 433,Corporate,Pune,Delhi
C1433,Customer 434,Consumer,Mumbai,Maharashtra
C1434,Customer 435,Consumer,Madurai,Maharashtra
C1435,Customer 436,Corporate,Hyderabad,Kerala
C1436,Customer 437,Consumer,Salem,Karnataka
C1437,Customer 438,Corporate,Kochi,Maharashtra
C1438,Customer 439,Corporate,Pune,Delhi
C1439,Customer 440,Consumer,Chennai,Telangana
C1440,Customer 441,Consumer,Chennai,Tamil Nadu
C1441,Customer 442,Home Office,Salem,Tamil Nadu
C1442,Customer 443,Consumer,Delhi,Tamil Nadu
C1443,Customer 444,Consumer,Coimbatore,Karnataka
C1444,Customer 445,Corporate,Kochi,Kerala
C1445,Customer 446,Home Office,Chennai,Maharashtra
C1446,Customer 447,Home Office,Madurai,Telangana
C1447,Customer 448,Corporate,Chennai,Delhi
C1448,Customer 449,Consumer,Hyderabad,Telangana
C1449,Customer 450,Consumer,Mumbai,Delhi
C1450,Customer 451,Corporate,Chennai,Karnataka
C1451,Customer 452,Consumer,Hyderabad,Tamil Nadu
C1452,Customer 453,Consumer,Salem,Karnataka
C1453,Customer 454,Home Office,Salem,Kerala
C1454,Customer 455,Consumer,Pune,Kerala
C1455,Customer 456,Consumer,Chennai,Delhi
C1456,Customer 457,Consumer,Madurai,Maharashtra
C1457,Customer 458,Consumer,Chennai,Maharashtra
C1458,Customer 459,Consumer,Madurai,Delhi
C1459,Customer 460,Consumer,Bengaluru,Kerala
C1460,Customer 461,Consumer,Pune,Kerala
C1461,Customer 462,Corporate,Bengaluru,Kerala
C1462,Customer 463,Corporate,Chennai,Karnataka
C1463,Customer 464,Corporate,Pune,Kerala
C1464,Customer 465,Home Office,Bengaluru,Telangana
C1465,Customer 466,Consumer,Coimbatore,Tamil Nadu
C1466,Customer 467,Consumer,Chennai,Kerala
C1467,Customer 468,Home Office,Bengaluru,Delhi
C1468,Customer 469,Consumer,Coimbatore,Tamil Nadu
C1469,Customer 470,Home Office,Coimbatore,Karnataka
C1470,Customer 471,Consumer,Salem,Delhi
C1471,Customer 472,Home Office,Chennai,Tamil Nadu
C1472,Customer 473,Consumer,Coimbatore,Delhi
C1473,Customer 474,Home Office,Salem,Karnataka
C1474,Customer 475,Consumer,Bengaluru,Telangana
C1475,Customer 476,Home Office,Hyderabad,Karnataka
C1476,Customer 477,Consumer,Chennai,Karnataka
C1477,Customer 478,Consumer,Pune,Delhi
C1478,Customer 479,Home Office,Madurai,Maharashtra
C1479,Customer 480,Consumer,Madurai,Kerala
C1480,Customer 481,Corporate,Bengaluru,Kerala
C1481,Customer 482,Corporate,Delhi,Telangana
C1482,Customer 483,Consumer,Delhi,Telangana
C1483,Customer 484,Corporate,Bengaluru,Kerala
C1484,Customer 485,Corporate,Coimbatore,Maharashtra
C1485,Customer 486,Home Office,Chennai,Kerala
C1486,Customer 487,Consumer,Madurai,Maharashtra
C1487,Customer 488,Consumer,Madurai,Telangana
C1488,Customer 489,Home Office,Coimbatore,Tamil Nadu
C1489,Customer 490,Home Office,Madurai,Delhi
C1490,Customer 491,Consumer,Pune,Telangana
C1491,Customer 492,Corporate,Chennai,Telangana
C1492,Customer 493,Consumer,Mumbai,Karnataka
C1493,Customer 494,Consumer,Madurai,Karnataka
C1494,Customer 495,Consumer,Bengaluru,Karnataka
C1495,Customer 496,Consumer,Pune,Delhi
C1496,Customer 497,Corporate,Madurai,Karnataka
C1497,Customer 498,Consumer,Pune,Maharashtra
C1498,Customer 499,Home Office,Salem,Kerala
C1499,Customer 500,Home Office,Mumbai,Tamil Nadu
